Código,Descripción,Definición,cuenta_digepres,descripcion_digepres
42293118,Retractores uterinos,"Instrumento medico quirurgico que tracciona, separa y mantiene los tejidos, organos,vasos, fuera del área de trabajo quirurgico durante la cirugia.",2.6.3.2.01,Instrumental médico y de laboratorio
42293119,Retractores abdominales,"Instrumento medico quirurgico que tracciona, separa y mantiene los tejidos, organos,vasos, fuera del área de trabajo quirurgico durante la cirugia",2.6.3.2.01,Instrumental médico y de laboratorio
42293120,Retractores de columna o nervios,"Instrumento medico quirurgico que tracciona, separa y mantiene los tejidos, organos,vasos, fuera del área de trabajo quirurgico durante la cirugia.",2.6.3.2.01,Instrumental médico y de laboratorio
42293121,Retractores de glándulas,"Instrumento medico quirurgico que tracciona, separa y mantiene los tejidos, organos,vasos, fuera del área de trabajo quirurgico durante la cirugia.",2.6.3.2.01,Instrumental médico y de laboratorio
42293122,Retractores de oído,"Instrumento medico quirurgico que tracciona, separa y mantiene los tejidos, organos,vasos, fuera del área de trabajo quirurgico durante la cirugia.",2.6.3.2.01,Instrumental médico y de laboratorio
42293123,Retractores para cirugía plástica,Instrumento utilizado en varios procedimientos de cirugía plástica.,2.6.3.2.01,Instrumental médico y de laboratorio
42293124,Retractores de nervios,"Instrumento medico quirurgico que tracciona, separa y mantiene los tejidos, organos,vasos, fuera del área de trabajo quirurgico durante la cirugia.",2.6.3.2.01,Instrumental médico y de laboratorio
42293125,Retractores de esternón,"Instrumento medico quirurgico que tracciona, separa y mantiene los tejidos, organos,vasos, fuera del área de trabajo quirurgico durante la cirugia.",2.6.3.2.01,Instrumental médico y de laboratorio
42293126,Retractores para amputación,Un elemento utilizado para la retracción de tejido blando y el músculo durante la amputación de una extremidad.,2.6.3.2.01,Instrumental médico y de laboratorio
42293127,Retractores de tejidos,Un instrumento quirúrgico diseñado para retraer grandes masas de músculo u otro tejido.,2.6.3.2.01,Instrumental médico y de laboratorio
42293128,Retractores de piel,"Un instrumento diseñado para hacer pequeñas incisiones en cirugía plástica y reconstructiva, así como en el trabajo de laboratorio.",2.6.3.2.01,Instrumental médico y de laboratorio
42293129,Retractores para micro cirugía,"Es un instrumento quirúrgico por el cual un cirujano puede separar ya sea activamente los bordes de una incisión quirúrgica o herida , o puede contener subyacentes órganos y tejidos , por lo que las partes del cuerpo bajo la incisión se puede acceder. Los dos son cada uno disponible en muchas formas, tamaños y estilos.",2.6.3.2.01,Instrumental médico y de laboratorio
42293130,Retractores de pulmón,"Separadores y sistemas de retractores, espátulas pulmonares con el cual un cirujano puede separar ya sea activamente los bordes de una incisión quirúrgica o herida",2.6.3.2.01,Instrumental médico y de laboratorio
42293131,Retractores de párpado,Término utilizado para referirse a los músculos que abren los párpados. En el párpado superior es el músculo elevador del párpado y de sus dos divisiones: laaponeurosis del elevador del músculo estriado y el buen de Müller (o músculotarsal superiores). En el párpado inferior es el haz de fibras suave derivado delmúsculo recto inferior que forma el músculo tarsal inferior.,2.6.3.2.01,Instrumental médico y de laboratorio
42293132,Retractores de dedos,"Instrumento medico quirurgico que tracciona, separa y mantiene los tejidos, organos,vasos, fuera del área de trabajo quirurgico durante la cirugia.",2.6.3.2.01,Instrumental médico y de laboratorio
42293133,Anillos de retracción para uso quirúrgico,"Sistema retractor de auto-retención flexible, ajustable para ayudar a administrar el sitio quirúrgico.",2.6.3.2.01,Instrumental médico y de laboratorio
42293134,Retractores cervicales,Un instrumento diseñado para su uso en la parte superior del cuello durante los procedimientos quirúrgicos interiores de garganta.,2.6.3.2.01,Instrumental médico y de laboratorio
42293135,Retractores de labios,Los instrumentos utilizados durante procedimientos dentales para contener los labios para mejorar el acceso a las áreas orales.,2.6.3.2.01,Instrumental médico y de laboratorio
42293136,Adaptadores de retractores,"Un dispositivo de conexión universal utilizado para la fijación de los retractores estándar a un conjunto retractor automático titular. Puede incluir mango tuerca de mariposa, eje roscado y la almohadilla giratoria.",2.6.3.2.01,Instrumental médico y de laboratorio
42293137,Cuchillas retractoras ortopédicas,"Una hoja del retractor que tiene una ""S"" configuración en forma general en sección transversal. La cuchilla está unido de manera pivotante a una varilla que puede estar conectado a una tabla retractor de anillo fijo.",2.6.3.2.01,Instrumental médico y de laboratorio
42293138,Retractores para urología o sus accesorios para uso quirúrgico,"Instrumento medico quirurgico que tracciona, separa y mantiene los tejidos, organos,vasos, fuera del área de trabajo quirurgico durante la cirugia",2.6.3.2.01,Instrumental médico y de laboratorio
42293139,Accesorios para retractores,Elementos utilizados para sujetar en una posición determinada los retractores.,2.6.3.2.01,Instrumental médico y de laboratorio
42293201,Destornilladores para miomas para uso quirúrgico,Elementos utilizados por los doctores para unir piezas dentro del cuerpo humano.,2.6.3.2.01,Instrumental médico y de laboratorio
42293301,Distractores o accesorios para uso quirúrgico,Equipo de separación quirúrgica de las dos partes de un hueso después de que el hueso se secciona.,2.6.3.2.01,Instrumental médico y de laboratorio
42293302,Separadores para uso quirúrgico,"Equipos destinados a la retracción de estructuras (tejidos u órganos) en un sentido tal que se puedan exponer los planos subyacentes y de esta manera dar claridad, calidad, simplicidad y seguridad a todas las maniobras realizadas por el cirujano.",2.6.3.2.01,Instrumental médico y de laboratorio
42293303,Espéculos para uso quirúrgico,Un instrumento para abrir o dilatar un orificio corporal o cavidad para permitir la inspección visual.,2.6.3.2.01,Instrumental médico y de laboratorio
42293304,Extensores para uso quirúrgico,Un instrumento quirúrgico que divide y mantiene separados los tejidos o huesos.,2.6.3.2.01,Instrumental médico y de laboratorio
42293401,Guías para uso quirúrgico,Guía quirúrgica individual para la máxima precisión en la planificación y la preparación del lecho implantario.,2.6.3.2.01,Instrumental médico y de laboratorio
42293403,Sujetadores de implantes para uso quirúrgico,Instrumento con el cual la  dentadura postiza fija se sujeta sobre implantes.,2.6.3.2.01,Instrumental médico y de laboratorio
42293404,Empujadores para uso quirúrgico,Instrumento que  impulsa  algo durante una cirugia.,2.6.3.2.01,Instrumental médico y de laboratorio
42293405,Instrumentos de manipulación para uso quirúrgico,Instrumentos o equipos usados en cualquier acción quirúrgica en las que se utilice las manos o un manipulado.,2.6.3.2.01,Instrumental médico y de laboratorio
42293406,Posicionadores de implantes para uso quirúrgico,Es utilizado para verificar la posición del implante unitario de dientes,2.6.3.2.01,Instrumental médico y de laboratorio
42293407,Filiforme para dilatar el uréter o la uretra,"Un tejido, cilindros flexibles, afilado con el extremo trasero roscado. Está diseñado para la conexión a un catéter, vela o dispositivo urológica similar.",2.6.3.2.01,Instrumental médico y de laboratorio
42293501,Piezas de mano de irrigación o succión o cánulas o puntas o productos relacionados para uso quirúrgico,Instrumento medico quirurgico empleado para penetrar al interior del organismo a través de algun conducto o fistula durante un tratamiento o en el acto quirurgico.,2.6.3.2.01,Instrumental médico y de laboratorio
42293502,Cánulas o puntas de succión o irrigación láser o productos relacionados para uso quirúrgico,"Tubo corto de calibre variable, que se emplea para introducir o extraer fluidos del organismo.",2.6.3.2.01,Instrumental médico y de laboratorio
42293503,Dispositivos o curetas de extracción al vacío o productos relacionados para uso quirúrgico,"Es un instrumento quirúrgico diseñado para raspar o desbridamiento de tejido biológico o escombros en una biopsia , extirpación o procedimiento de limpieza. En la forma, la cureta es una pequeña herramienta de mano , a menudo de forma similar a un lápiz , en la punta de la cucharilla es una pequeña bola, gancho, o la gubia .",2.6.3.2.01,Instrumental médico y de laboratorio
42293504,Suministros o accesorios de irrigación o aspiración oftálmica,"Equipos usado para la irrigación ocular el cual se administra para limpiar el saco conjuntival del ojo de materiales extraños o nocivos, o de secreciones excesivas, o como preparación para una cirugía",2.6.3.2.01,Instrumental médico y de laboratorio
42293505,Sondas de drenaje de succión para uso quirúrgico,"Un artículo diseñado para eliminar los fluidos de condensación directamente a un recipiente de succión cerrado, de manera segura y rápida desde el circuito del ventilador, con el fin de proteger al paciente y el clínico de aerosol y la contaminación salpicaduras.",2.3.9.3.01,Útiles menores médico quirúrgicos o de laboratorio
42293506,Bulbos de succión para uso quirúrgico,Es un aparato que se utiliza durante las cirugias con el fin de succionar un líquido.,2.6.3.2.01,Instrumental médico y de laboratorio
42293507,Reservorios de succión para uso quirúrgico,"Sistema quirúrgico que comprende, en combinación: una consola quirúrgica ; un conducto de aspiración  conectado fluídicamente en un primer extremo a una pieza de mano  y a un mecanismo de bomba de aspiración en un segundo extremo de tal manera que el mecanismo de bomba de aspiración extrae fluido a través de la pieza de mano.",2.6.3.2.01,Instrumental médico y de laboratorio
42293508,Suministros o accesorios de irrigación o aspiración de oído nariz y garganta ent,Introducción de un líquido durante el procedimiento otorrinolaringológico.,2.6.3.2.01,Instrumental médico y de laboratorio
42293509,Sets o accesorios de irrigación para uso quirúrgico,"Un artículo diseñado para su uso en las áreas de reemplazo total de la articulación y el tratamiento de lesiones traumáticas en las instalaciones médicas militares. Puede consistir de un motor eléctrico, sistema que no esté en contacto con la solución de lavado, encerrado en una cápsula metálica adecuada con dimensiones aproximadas, la presión de salida de la bomba y otras o sus accesorios",2.6.3.2.01,Instrumental médico y de laboratorio
42293601,Bujías para uso quirúrgico,"Instrumento medico quirurgico con forma de varilla, graduado que se utilizan para agrandar un canal o conducto en consulta o cirugia",2.6.3.2.01,Instrumental médico y de laboratorio
42293602,Obturadores para uso quirúrgico,"Un disco o placa, natural o artificial, que cierra una abertura.",2.6.3.2.01,Instrumental médico y de laboratorio
42293603,Sondas para uso quirúrgico,Instrumento medico quirurgico empleado para penetrar al interior del organismo a través de algun conducto o fistula durante un tratamiento o en el acto quirurgico.,2.3.9.3.01,Útiles menores médico quirúrgicos o de laboratorio
42293701,Trituradores para uso quirúrgico,"Trituradoras diseñadas para exprimir y mezclar hueso, cartílago, y / o la fascia destinado a su implantación durante los procedimientos quirúrgicos.",2.6.3.2.01,Instrumental médico y de laboratorio
42293702,Excavadoras para uso quirúrgico,"Un instrumento, tal como una cuchara o cureta afilada, que se utiliza en el raspado de tejido patológico.",2.6.3.2.01,Instrumental médico y de laboratorio
42293703,Molinos de hueso para uso quirúrgico,Instrumentos  quirúrgicos especiales.,2.6.3.2.01,Instrumental médico y de laboratorio
