Código UNSPSC,Descripción,Definición,Código Segmento,Segmento,Código Familia,Familia,Código Clase,Clase,Fecha Versión
42203501,Generador de marcapasos cardíaco o marcapasos de terapia de re sincronización cardíaca,Equipos diseñados parar reducir los síntomas de la taquícardia o ritmo cardíaco rápido.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203500,Marcapasos cardiacos o productos relacionados,2026-06-18 12:27:54
42203502,Cables o electrodos o accesorios para marcapasos cardíacos,Elementos que se requieren para poder utilizar eficientemente un marcapaso cardíaco.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203500,Marcapasos cardiacos o productos relacionados,2026-06-18 12:27:54
42203503,Introductores de cables o sets para marcapasos cardíacos,Instrumentos utilizados para realizar mediciones esporadicas para mantener la eficiencia laboral del marcapaso cardíaco.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203500,Marcapasos cardiacos o productos relacionados,2026-06-18 12:27:54
42203504,Grabadora cardíaca,El cateterismo cardíaco es un procedimiento especializado en el que un largo tubo flexible (catéter) se introduce en una vena y se lo guía hacia el interior del corazón. Proporciona información detallada sobre las estructuras internas del corazón.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203500,Marcapasos cardiacos o productos relacionados,2026-06-18 12:27:54
42203601,Equipos de sistema de red de imágenes digitales de defensa din,Equipo utilizado para hacer imágenes para diagnosticos medicos.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203600,Productos de archivar y información de toma de imágenes radiológicos médicos,2026-06-18 12:27:54
42203602,Equipos de sistema estándar de comunicaciones de imágenes digitales en medicina dicom,Equipo utilizado para comunicar o trasnferir las imágenes de un punto a otro.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203600,Productos de archivar y información de toma de imágenes radiológicos médicos,2026-06-18 12:27:54
42203603,Sistemas de computador para archivo de fotografías médicas pacs,Programa de informatica que se utiliza para la organización y almacenamiento de las películas radiográfica médicas.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203600,Productos de archivar y información de toma de imágenes radiológicos médicos,2026-06-18 12:27:54
42203604,Hardware de sistema de archivo de película de rayos x para usos médicos,Equipo que se utiliza para la organización y almacenamiento de imágenes médicas.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203600,Productos de archivar y información de toma de imágenes radiológicos médicos,2026-06-18 12:27:54
42203605,Software de sistema de archivo de película de rayos x para usos médicos,Programa de informatica que se utiliza para la organización y almacenamiento de imágenes médicas.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203600,Productos de archivar y información de toma de imágenes radiológicos médicos,2026-06-18 12:27:54
42203701,Estampadores de luz del día para películas de rayos x o impresoras de identificación para uso médico,Elementos que se utilizan para grabar la identificiación de películas readiográficas.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203700,Suministros y equipo de procesado de toma de imágenes médicos,2026-06-18 12:27:54
42203702,Procesadores para luz del día o cuarto oscuro de imágenes médicas,Elemento utilizado para capturar imágenes de calidad.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203700,Suministros y equipo de procesado de toma de imágenes médicos,2026-06-18 12:27:54
42203703,Cajas de paso de seguridad de rayos x para uso médico,Dispositivo donde se coloca la película de rayos x,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203700,Suministros y equipo de procesado de toma de imágenes médicos,2026-06-18 12:27:54
42203704,Toners o desarrolladores para uso médico,Es una solución que hace visible la imagen latente de un material fotográfico expuesto.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203700,Suministros y equipo de procesado de toma de imágenes médicos,2026-06-18 12:27:54
42203705,Impresoras láser en seco para imágenes o reproductores de imágenes para uso médico,Equipo de impresión utilizado para imprimir imágenes médicas en una superficie.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203700,Suministros y equipo de procesado de toma de imágenes médicos,2026-06-18 12:27:54
42203706,Kits de químicos para procesar películas de rayos x de uso médico, Equipo que permite el revelado de todo tipo de peliculas reversibles en color (diapo).,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203700,Suministros y equipo de procesado de toma de imágenes médicos,2026-06-18 12:27:54
42203707,Equipos o suministros de cuarto oscuro de rayos x para uso médico,Instrumento óptico que permite obtener una proyección plana de una imagen externa sobre la zona interior de su superficie para uso de radiografías medicas.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203700,Suministros y equipo de procesado de toma de imágenes médicos,2026-06-18 12:27:54
42203708,Fijadores para procesar película de rayos x para uso médico,"Producto químico ya diluido en agua que se usa para eliminar las sales de plata, no reveladas, que son todavía sensibles a la luz. Equivalen a las zonas grises o blancas. Éstas se velarían produciendo el negro en zonas que no lo son, haciendo negra toda l",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203700,Suministros y equipo de procesado de toma de imágenes médicos,2026-06-18 12:27:54
42203709,Sets de calibradores para sistemas de combinación de desplegadores e impresoras de rayos x,Equipos utilizados para aplicar el procedimiento de comparación entre lo que indica un parametro y lo que se tiene real en los sistemas radiográficos.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203700,Suministros y equipo de procesado de toma de imágenes médicos,2026-06-18 12:27:54
42203710,Marcadores de películas de rayos x para uso médico,"Un rotulador, marcador o plumón es un instrumento de escritura, parecido al bolígrafo, que contiene su propia tinta y su uso principal es escribir en superficies distintas al papel.",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203700,Suministros y equipo de procesado de toma de imágenes médicos,2026-06-18 12:27:54
42203801,Ayudas de posicionamiento para tomografía computarizada ct o cat para uso médico,Elementos utilizados para apoyar al proceso de capturar imágenes por secciones en un paciente.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203800,Auxilios de posicionamiento radiológico médico,2026-06-18 12:27:54
42203802,Ayudas de posicionamiento para imágenes de resonancia magnética mri para uso médico,Elementos utilizados para apoyar examen imagenológico que utiliza imanes y ondas de radio potentes para crear imágenes del cuerpo,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203800,Auxilios de posicionamiento radiológico médico,2026-06-18 12:27:54
42203803,Ayudas de posicionamiento para uso radiológico general para uso médico,Elementos utilizados para ubicar al paciente para examenes radiologicos.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203800,Auxilios de posicionamiento radiológico médico,2026-06-18 12:27:54
42203901,Dosímetros de radiación para uso médico,Un dosímetro es un instrumento de medición de dosis absorbida (como dosis equivalente) en un contexto de protección radiológica,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203900,Productos para controlar o detectar radiación médica,2026-06-18 12:27:54
42203902,Películas o brazaletes de radiación para uso médico,"La película radiográfica está compuesta por una emulsión y una base. La emulsión se compone a su vez de cristales de haluro de plata que son fotosensibles y una matriz de gelatina, la cual tiene la función de suspender estos cristales . Los cristales de h",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203900,Productos para controlar o detectar radiación médica,2026-06-18 12:27:54
42204001,Estantes para delantales de protección radiológica para uso médico,Mueble médico que se utilliza para ordenar y almacenar los delantales de resguardo radiológico.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42204000,Productos de protección y resguardo radiológico médico,2026-06-18 12:27:54
42204002,Delantales o máscaras o cortinas de protección radiológica para uso médico,"Protectores, lentes y  mascaras  para la proteccion radiologica  para procedimientos de radiológicos y otros",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42204000,Productos de protección y resguardo radiológico médico,2026-06-18 12:27:54
